player_id,name,team_id,team_name,total_match,innings,total_runs,highest_run,average,not_out,strike_rate,ball_faced,batting_hand,4s,6s,50s,100s
2467546,Yeshwanth Chandrashekar,7440693,TSV Darmstadt XI,7,7,269,66,44.83,1,170.25,158,RHB,22,17,2,0
12352317,Daud Muhammad,2114868,SVS Frankfurt Eagles,7,6,188,63,37.60,1,195.83,96,LHB,7,23,1,0
28727397,Imtiaz Kh,2114868,SVS Frankfurt Eagles,7,5,181,62,90.50,3,287.30,63,RHB,4,25,1,0
12791022,Chandrashekar Umapathi,7356382,SPVGG Dragons,6,6,178,49,35.60,1,176.24,101,RHB,12,15,0,0
28352302,Praveen Kumar Damera,3642022,FCC Friends XI,5,5,147,70,49.00,2,253.45,58,RHB,9,15,2,0
10718499,Vaibhav Sareen,806595,Juggernaut Cricket Club,4,4,141,104,47.00,1,174.07,81,RHB,8,14,0,1
28363304,Vinay Nagappa Mana,3642022,FCC Friends XI,5,5,138,56,27.60,0,209.09,66,RHB,8,14,1,0
31713291,Ahmad Khan,7442593,AMU Sultans,4,4,117,76,39.00,1,185.71,63,RHB,8,12,1,0
37944866,Nasir,9304922,Wetzlar Sixers,6,6,117,42,29.25,2,180.00,65,RHB,10,9,0,0
744616,Navin Dhamecha,7356382,SPVGG Dragons,6,6,105,30,26.25,2,131.25,80,RHB,4,9,0,0
3173352,Rakesh Thimmegowda,430654,Royal Strikers FFM,4,4,102,51,25.50,0,156.92,65,RHB,10,6,1,0
3279362,Sudeept Jaiswal,430802,Tgs Indian Challengers,5,5,100,43,25.00,1,161.29,62,RHB,7,8,0,0
4253046,Gaggi Kalotha,2114868,SVS Frankfurt Eagles,7,6,97,37,24.25,2,183.02,53,RHB,9,9,0,0
35998313,Dinesh Sai,4814191,TBG Neulussheim,5,5,95,41,19.00,0,166.67,57,RHB,8,8,0,0
28363291,Praveen Shukla Fcc,3642022,FCC Friends XI,4,3,94,38,31.33,0,149.21,63,RHB,7,7,0,0
12803324,Lovdeep Gothra,7437045,Hawk Hunters,5,5,94,37,23.50,1,200.00,47,RHB,6,10,0,0
10708263,Amit,9428609,Hanau Pioneers,4,4,92,44,46.00,2,148.39,62,RHB,12,2,0,0
3283067,Umapathy Kumar,3793721,Trebur Cricket Club,4,3,91,46,91.00,2,227.50,40,RHB,6,8,0,0
31976623,Asad Shinwari,2114868,SVS Frankfurt Eagles,7,7,89,41,12.71,0,178.00,50,RHB,7,8,0,0
4875522,Pranjal Sharma,806595,Juggernaut Cricket Club,4,4,88,32,44.00,2,169.23,52,RHB,9,5,0,0
3283006,Varun Gada,9434097,Darebulls,2,2,86,74,43.00,0,186.96,46,LHB,1,12,1,0
27965010,Gopalam Moram,430802,Tgs Indian Challengers,5,5,84,46,16.80,0,178.72,47,RHB,7,5,0,0
32100869,Gaurav Lanjekar,9428609,Hanau Pioneers,3,3,83,40,83.00,2,184.44,45,RHB,6,8,0,0
9734068,D V Mohan Krishna,3793721,Trebur Cricket Club,3,2,82,81,41.00,0,248.48,33,RHB,11,4,1,0
2109393,Anirudh Rao,2204871,MSC Black Bears,3,3,81,54,27.00,0,197.56,41,LHB,7,5,1,0
1168467,Sk,7440693,TSV Darmstadt XI,5,5,79,43,26.33,2,127.42,62,RHB,9,1,0,0
20719400,Aamod Kulkarni,4220557,TSGN Royal Warriors,2,2,78,53,78.00,1,229.41,34,RHB,4,8,1,0
3279200,Nitin Tyagi,806595,Juggernaut Cricket Club,4,4,74,48,18.50,0,189.74,39,RHB,11,3,0,0
15217646,Umashankar,4674227,BlueWings,3,3,70,45,35.00,1,189.19,37,RHB,7,5,0,0
39006591,Hamadh Khan,7415121,MSC Achievers 11,3,3,69,38,69.00,2,197.14,35,RHB,10,2,0,0
22371540,Ram Reddy Nallawar,4674227,BlueWings,3,3,69,34,23.00,0,132.69,52,RHB,8,3,0,0
23771969,Atul Pradeep,6941365,Karlsruhe Knights,4,3,69,34,34.50,1,172.50,40,LHB,4,6,0,0
5894321,Atiq Awan,3642022,FCC Friends XI,5,5,65,40,13.00,0,209.68,31,RHB,5,6,0,0
31708546,Zeesan Ahmed,7437938,FalconsXI,4,4,63,39,21.00,1,203.23,31,RHB,4,6,0,0
13480256,Gokul Karthikeyan,1517508,Frankfurt Spartans Cricket Club,4,4,63,45,15.75,0,190.91,33,LHB,7,5,0,0
31775739,Siddhesh Patil,9491502,Mighty Titans,3,3,62,22,62.00,2,163.16,38,LHB,1,7,0,0
38929967,Chandan Gururaj,9435425,SG Malchen,3,3,62,40,20.67,0,177.14,35,RHB,5,5,0,0
3279430,Darshan Parameswara,430802,Tgs Indian Challengers,5,5,61,32,30.50,3,160.53,38,RHB,6,3,0,0
2607432,Ankur Tyagi,7356382,SPVGG Dragons,6,6,60,37,10.00,0,111.11,54,RHB,10,0,0,0
11053192,Deep Shah,7424272,Freizeit CC,3,3,59,54,29.50,1,155.26,38,RHB,8,2,1,0
20727167,Deepak Kumar Purseth,2204871,MSC Black Bears,3,3,58,41,29.00,1,193.33,30,RHB,5,4,0,0
38929969,Suhas Balaji,9435425,SG Malchen,3,3,58,37,19.33,0,152.63,38,RHB,9,2,0,0
5655236,Syed Khalander Pasha,4220557,TSGN Royal Warriors,3,3,57,24,57.00,2,162.86,35,LHB,4,5,0,0
31709679,Gurjinder Singh,7437045,Hawk Hunters,3,3,57,29,28.50,1,203.57,28,LHB,4,6,0,0
17401401,Rohit Trivedi,4814191,TBG Neulussheim,5,5,57,41,14.25,1,158.33,36,RHB,2,7,0,0
36478281,Amal P S,1517508,Frankfurt Spartans Cricket Club,4,4,56,16,14.00,0,164.71,34,RHB,8,2,0,0
23665358,Balaji Ramaraj,6290732,TSV Frankfurt Garuda,3,3,55,36,18.33,0,148.65,37,RHB,5,3,0,0
31627765,Alok Ranjan,7415121,MSC Achievers 11,3,3,54,32,18.00,0,135.00,40,RHB,6,3,0,0
13504911,Muneeb Ullah,3793721,Trebur Cricket Club,4,3,54,35,18.00,0,154.29,35,RHB,2,6,0,0
5630537,Chandrasekharan Rajendran,430654,Royal Strikers FFM,4,4,52,23,26.00,2,120.93,43,RHB,1,5,0,0
16483699,Shashank Bayari,4814191,TBG Neulussheim,5,5,52,25,13.00,1,123.81,42,RHB,6,1,0,0
27934716,Balaji Krishna Murthy,6269379,TGS Rising Challengers,3,3,51,18,17.00,0,188.89,27,RHB,5,3,0,0
5458344,Boney Mathew,1517508,Frankfurt Spartans Cricket Club,4,3,51,33,25.50,1,175.86,29,RHB,4,3,0,0
3278425,Nirmalbaskar,430654,Royal Strikers FFM,4,4,51,20,12.75,0,221.74,23,RHB,9,2,0,0
27925759,Arun Selva,430802,Tgs Indian Challengers,5,4,51,33,17.00,1,134.21,38,RHB,2,5,0,0
27925432,Neelam Nagaraj,430802,Tgs Indian Challengers,5,5,51,29,10.20,0,134.21,38,RHB,6,2,0,0
30627461,Murtaza Bhatti,6941365,Karlsruhe Knights,3,3,50,22,16.67,0,128.21,39,RHB,4,4,0,0
34046449,Tejas Gadhe,9428609,Hanau Pioneers,4,3,50,22,25.00,1,185.19,27,RHB,3,5,0,0
6387587,Akshay Natarajan,430654,Royal Strikers FFM,4,4,50,38,12.50,0,142.86,35,RHB,3,4,0,0
19192429,Manikanteswar Reddy Goluguri,7440693,TSV Darmstadt XI,6,5,50,27,12.50,1,121.95,41,RHB,5,1,0,0
38170068,Sahil Zabiullah,9304922,Wetzlar Sixers,6,5,50,28,10.00,0,135.14,37,RHB,1,6,0,0
31706324,Waqas Qasim,9304922,Wetzlar Sixers,6,6,50,26,8.33,0,131.58,38,RHB,6,3,0,0
27869378,Prasoon Verma,1517508,Frankfurt Spartans Cricket Club,4,4,49,48,16.33,1,153.13,32,RHB,2,6,0,0
31710043,Ibrahim Zadran,7437045,Hawk Hunters,4,4,49,44,12.25,0,148.48,33,RHB,6,3,0,0
31700209,Sumit Das,7437938,FalconsXI,4,3,48,39,24.00,1,154.84,31,RHB,0,6,0,0
31713340,Muzammil Khan,7442593,AMU Sultans,3,3,47,22,23.50,1,111.90,42,RHB,7,0,0,0
18388331,Komal Theja,3642022,FCC Friends XI,2,2,46,38,23.00,0,170.37,27,RHB,3,3,0,0
38213498,Sahil Vashishtha,9390582,TSGN Royal Lions,3,3,46,29,15.33,0,164.29,28,RHB,3,4,0,0
